customer_id,order_date,order_value,order_qty_articles
15039,2011-09-01,559.72,208
15296,2011-10-20,1073.37,491
15298,2011-06-05,538.76,354
15555,2011-06-17,174.27,46
15811,2011-02-15,458.53,181
15811,2011-05-18,397.51,159
17091,2011-01-19,594.7,240
17091,2011-09-02,697.59,277
12484,2011-08-28,1246.49,800
13764,2011-07-18,445.74,308
15044,2011-06-16,542.74,137
15301,2011-03-17,622.5,150
16837,2011-05-11,519.6,260
16837,2011-05-26,737.1,311
16837,2011-07-05,97.0,20
14534,2011-01-25,351.37,152
14534,2011-02-07,295.45,166
14534,2011-10-05,598.74,119
16326,2011-05-09,109.05,19
16326,2011-09-04,313.05,85
18118,2011-03-14,370.53,151
18118,2011-05-11,248.02,95
18118,2011-06-06,191.61,85
18118,2011-06-17,265.05,130
18118,2011-07-15,136.68,63
13767,2011-04-27,428.82,110
13767,2011-05-10,424.1,206
13767,2011-05-18,830.3,315
14535,2011-04-05,853.97,462
14535,2011-08-04,799.94,506
16839,2011-03-17,449.87,345
16839,2011-05-09,667.61,351
16839,2011-10-06,-1145.83,-478
17095,2011-11-17,762.35,381
12744,2011-07-18,3949.32,2160
13001,2011-01-25,564.39,461
13001,2011-03-20,499.84,244
13001,2011-03-30,850.82,502
13001,2011-04-14,636.45,317
13001,2011-05-06,1264.08,696
13001,2011-06-08,501.5,314
13001,2011-07-04,770.07,395
17097,2010-12-09,174.72,67
16842,2011-02-10,520.57,370
13771,2011-05-24,593.25,231
12748,2010-12-21,69.29,20
12748,2011-03-25,380.74,252
12748,2011-04-08,32.65,7
12748,2011-05-08,279.15,158
12748,2011-08-04,29.7,6
12748,2011-09-09,211.49,328
13263,2011-03-24,217.56,149
15312,2011-08-28,186.9,70
12753,2010-12-12,3590.59,2409
12753,2011-02-09,5735.24,2962
12753,2011-07-27,3680.4,2208
16081,2011-06-07,424.24,182
14546,2011-05-22,313.59,144
14546,2011-09-23,694.47,400
15570,2011-04-14,294.04,90
13267,2011-03-23,330.52,144
13267,2011-07-04,277.45,131
13267,2011-08-21,313.35,145
17107,2011-03-06,1695.21,826
13012,2011-09-22,193.53,95
13012,2011-11-16,285.3,122
15572,2011-04-05,430.13,207
17364,2011-05-19,284.76,156
17364,2011-07-25,531.96,254
17364,2011-12-02,271.99,137
13013,2011-05-11,194.63,77
13013,2011-07-28,257.7,122
13013,2011-12-08,295.1,110
13269,2011-04-03,704.6,515
13269,2011-04-20,370.68,208
13269,2011-06-13,312.44,236
13269,2011-07-12,305.1,146
13269,2011-08-22,315.68,295
13269,2011-09-12,362.18,214
17365,2011-01-11,742.66,712
17365,2011-10-20,877.71,709
17365,2011-11-27,426.37,359
13014,2011-06-23,460.75,133
13782,2011-10-02,142.51,31
17625,2011-07-22,685.1,465
13018,2011-04-17,757.03,425
15834,2011-09-30,441.93,284
17115,2011-04-20,310.02,166
17115,2011-06-10,302.8,94
17629,2011-04-03,266.36,219
17629,2011-08-11,83.25,31
17888,2011-01-26,92.7,112
18144,2011-03-15,363.4,180
18144,2011-07-06,202.1,93
18144,2011-08-22,357.8,188
14049,2011-05-23,2026.63,1269
15841,2011-01-05,331.6,132
17377,2011-06-19,133.07,63
17377,2011-08-05,314.69,368
17377,2011-09-26,126.47,71
17377,2011-10-10,168.3,34
17377,2011-10-17,358.68,207
17377,2011-11-01,155.65,81
17377,2011-11-09,287.51,137
17377,2011-11-14,213.61,105
13282,2011-05-03,344.7,84
13282,2011-06-30,428.4,88
14562,2011-02-08,262.85,87
14562,2011-04-21,481.4,291
14562,2011-06-09,215.39,59
14562,2011-09-08,354.53,94
14562,2011-10-21,211.78,68
14562,2011-11-10,372.42,122
14562,2011-11-28,321.19,110
14818,2011-03-31,118.25,31
14818,2011-06-23,291.38,171
14818,2011-09-27,248.17,122
14051,2011-04-27,665.52,208
14051,2011-05-10,632.2,228
14051,2011-06-19,535.86,150
14051,2011-07-05,672.9,150
16357,2011-05-10,137.9,22
16357,2011-06-30,120.05,33
18149,2011-03-11,227.78,102
17894,2010-12-22,135.34,72
17894,2011-01-31,93.6,35
17894,2011-09-29,123.06,50
14825,2011-05-19,140.7,44
16107,2011-07-22,318.8,88
16107,2011-09-11,316.6,84
13804,2011-11-09,352.81,183
14572,2011-03-16,625.85,251
14572,2011-08-21,609.3,477
17644,2011-03-24,442.47,253
17644,2011-05-20,479.3,259
17644,2011-07-13,356.45,159
17644,2011-11-03,430.21,185
13549,2011-04-11,183.5,134
17133,2011-03-18,683.42,266
17133,2011-04-07,358.25,131
17133,2011-11-24,354.95,151
18161,2011-07-22,224.94,70
17651,2011-07-07,443.01,207
17651,2011-10-06,915.49,1261
15860,2011-08-07,113.79,59
15860,2011-10-30,102.01,55
17652,2011-03-03,222.3,98
17652,2011-06-02,811.36,388
17652,2011-06-23,720.03,437
17652,2011-10-03,441.82,195
15862,2011-05-19,136.78,235
13047,2011-03-30,412.1,188
13047,2011-05-04,419.0,176
13047,2011-06-19,562.4,174
16633,2011-04-19,447.52,177
16633,2011-06-12,255.8,124
16633,2011-08-17,464.94,162
13050,2011-08-10,392.17,217
13050,2011-08-25,319.06,191
13050,2011-11-18,349.4,192
13562,2011-04-08,603.27,233
14842,2011-09-05,213.04,78
12539,2011-01-10,1715.85,643
12539,2011-03-22,1085.99,335
15867,2011-06-09,302.72,86
18171,2011-04-15,224.14,86
18171,2011-06-30,219.83,53
18171,2011-09-01,309.89,111
14844,2011-08-08,714.33,365
15356,2011-02-16,254.19,116
15356,2011-05-05,369.95,225
15356,2011-06-17,405.76,269
18172,2011-05-12,660.16,166
18173,2011-03-10,853.48,664
18173,2011-04-19,423.36,156
18173,2011-05-24,452.0,208
13310,2011-05-17,407.47,161
13310,2011-11-11,314.38,192
16126,2011-06-08,952.65,263
16126,2011-08-30,1862.7,546
16126,2011-11-10,2581.07,1041
15615,2011-06-30,679.22,334
15615,2011-08-26,551.03,387
15615,2011-11-29,1039.09,453
15370,2011-01-11,184.2,80
15370,2011-07-21,385.52,149
15910,2011-01-27,149.49,93
17450,2011-01-11,18620.2,6054
14401,2011-12-05,353.78,458
15214,2011-12-08,128.76,152
16771,2011-02-02,654.96,396
14215,2011-01-13,596.06,286
13230,2011-12-05,397.26,228
15039,2011-01-10,646.54,246
17092,2011-08-05,498.17,282
12748,2011-12-08,297.26,101
16593,2011-06-03,185.9,37
16191,2010-12-14,627.6,744
16191,2011-01-06,-14.75,-5
12352,2011-03-17,120.33,63
14701,2011-03-18,536.99,89
16242,2011-05-09,176.59,78
13694,2011-01-13,1431.28,1128
14215,2011-01-25,-11.8,-4
15532,2011-06-26,485.74,166
18102,2011-05-17,9270.08,2321
14298,2011-02-24,1991.26,1814
14298,2011-05-04,2805.28,4760
16444,2011-05-29,121.0,61
16444,2011-09-05,301.32,203
16283,2011-05-15,277.81,160
14796,2011-05-06,402.27,348
14583,2011-07-18,310.49,147
14587,2011-01-12,220.85,155
15106,2011-05-12,367.75,302
15622,2011-03-02,576.0,222
16904,2011-04-28,222.47,64
17419,2011-11-01,318.41,127
16923,2011-01-27,-350.5,-160
16923,2011-05-08,371.89,202
16923,2011-06-05,601.17,265
16931,2010-12-05,152.05,82
15140,2011-04-19,354.78,270
13862,2011-01-11,425.1,308
16168,2011-01-24,127.7,38
16168,2011-11-29,64.56,36
17961,2011-05-13,18.9,8
17450,2011-03-24,11343.2,4168
17450,2011-09-20,71601.44,25930
18225,2011-12-06,330.28,160
18226,2011-01-06,417.3,366
14907,2010-12-07,618.07,234
14907,2010-12-14,341.37,129
14907,2011-12-06,476.36,268
15164,2011-05-15,194.79,94
13118,2011-03-31,423.55,127
13118,2011-11-20,338.71,124
15679,2011-11-09,474.4,682
14146,2011-12-01,1225.16,660
12867,2011-02-14,424.16,475
15687,2011-10-05,561.73,327
14159,2011-09-05,575.68,577
14415,2010-12-14,862.28,461
14415,2011-07-01,178.74,120
17231,2011-03-21,246.92,161
15440,2011-10-16,146.02,72
17744,2010-12-16,377.52,544
16210,2010-12-13,539.2,552
13911,2011-05-08,283.99,157
16728,2011-06-26,223.07,111
16225,2011-07-13,353.08,198
14961,2011-02-15,920.33,531
14961,2011-09-09,1010.95,517
14462,2011-09-16,168.05,85
13183,2011-11-02,443.14,190
13451,2011-11-13,512.76,385
15755,2011-11-29,287.51,109
15755,2011-12-08,-27.25,-10
12949,2011-04-01,1534.3,909
12949,2011-04-08,-9.2,-6
17054,2011-04-08,314.07,319
16033,2010-12-05,155.64,52
16033,2011-07-25,441.14,163
14243,2011-01-26,328.4,150
13735,2011-10-27,956.91,232
16813,2011-12-01,148.54,79
13230,2011-04-07,203.2,109
17838,2010-12-09,218.4,78
17838,2011-02-20,752.14,490
15023,2011-07-28,357.7,136
14001,2011-04-21,1007.9,538
15281,2011-05-22,508.11,215
16057,2011-05-12,375.56,160
16057,2011-05-24,-24.95,-13
16057,2011-11-23,718.89,243
15038,2010-12-05,126.43,46
15038,2011-04-10,157.6,29
15555,2011-04-17,290.52,249
15555,2011-08-28,264.73,260
16841,2011-02-25,317.38,230
12748,2011-02-27,275.25,102
12748,2011-09-11,2006.35,1446
14796,2011-06-20,511.59,362
17612,2011-10-17,365.51,467
17870,2011-10-25,200.55,233
13263,2011-04-19,171.01,105
13263,2011-04-26,282.7,157
13263,2011-06-01,161.87,81
13263,2011-07-13,163.53,99
13263,2011-10-11,277.75,210
13263,2011-10-27,135.3,90
16592,2011-06-09,368.15,241
17107,2011-05-15,2423.6,1025
17107,2011-07-07,2215.25,581
13018,2011-04-27,373.44,348
13018,2011-06-13,178.94,106
14298,2010-12-20,1716.4,2046
16607,2010-12-16,404.82,113
16115,2011-10-30,225.94,105
17655,2011-02-08,313.9,130
13050,2010-12-14,292.42,145
14844,2011-04-12,874.55,582
15356,2010-12-06,150.22,80
16686,2010-12-19,360.03,318
14135,2011-01-11,511.46,1098
13418,2011-09-02,402.0,484
13680,2011-01-04,871.48,526
12415,2011-07-13,2796.36,4332
15544,2011-11-30,328.32,406
17861,2011-07-06,709.21,590
17863,2011-07-17,413.38,499
13534,2011-05-24,300.8,170
13309,2011-02-04,390.71,467
15358,2011-10-21,402.58,334
16170,2011-06-09,319.29,232
17220,2011-05-17,409.53,269
13418,2011-07-06,300.62,418
16607,2011-03-29,141.41,163
12451,2011-01-19,2919.51,2334
12748,2010-12-06,215.19,204
15867,2011-01-10,237.19,177
15358,2011-01-05,653.86,717
18180,2011-07-26,301.2,380
14135,2010-12-02,485.25,741
17302,2011-11-07,335.47,189
15514,2011-04-28,385.2,152
12705,2011-04-08,1321.25,757
15311,2011-01-14,416.54,507
15311,2011-11-04,627.0,518
14298,2011-01-25,1345.2,1506
14583,2011-06-07,139.82,155
14606,2011-07-11,114.11,68
13362,2011-02-25,812.7,336
14911,2011-09-23,3498.75,1958
17730,2011-06-29,342.21,225
17730,2011-12-06,662.7,461
13137,2011-11-29,460.83,262
17019,2011-11-28,276.68,169
15998,2011-06-21,324.04,265
16016,2011-12-06,140.6,76
16110,2011-10-25,643.55,380
16131,2011-04-14,1056.36,540
16131,2011-08-16,613.98,452
17158,2011-11-07,568.42,317
13577,2011-04-12,356.75,131
15370,2011-05-20,373.72,140
15370,2011-09-29,525.79,187
15370,2011-10-11,33.0,4
16652,2011-05-11,1440.96,688
16652,2011-10-12,2248.1,1206
17676,2011-12-05,347.6,216
16655,2011-06-07,418.45,139
15632,2011-03-31,300.6,48
15632,2011-04-28,547.27,333
13842,2011-04-26,308.73,99
17686,2011-02-10,1592.61,616
16407,2011-01-31,263.24,108
15898,2010-12-07,139.0,20
15898,2011-12-08,385.89,146
13089,2011-03-08,1267.95,731
13089,2011-03-31,1622.41,725
13089,2011-06-22,1004.48,534
12836,2011-02-01,846.69,260
12839,2011-09-08,413.58,286
15144,2011-08-18,506.9,194
17449,2010-12-15,684.26,264
17449,2011-10-25,597.62,267
17450,2011-08-17,16084.9,5354
17450,2011-09-30,3120.0,390
17450,2011-11-21,5490.24,1182
17706,2011-02-23,411.02,202
17706,2011-07-14,2204.36,865
16942,2011-04-26,285.04,138
16942,2011-05-04,292.92,105
18223,2010-12-16,501.69,195
18223,2011-02-25,502.85,211
15152,2011-11-20,439.8,263
16949,2011-01-27,74.42,46
13110,2011-10-17,204.7,51
13110,2011-11-08,241.73,63
16950,2011-10-14,400.15,307
17975,2011-03-13,488.06,186
13113,2010-12-08,341.12,101
13113,2011-02-22,342.19,113
13113,2011-08-09,657.4,192
13881,2011-02-01,1025.34,706
17211,2010-12-21,182.19,101
17211,2011-06-12,210.95,48
17211,2011-10-23,419.33,174
14911,2011-02-01,797.77,463
13632,2011-06-19,197.32,76
18241,2011-05-06,365.83,241
18241,2011-07-27,165.0,108
13634,2011-01-16,362.0,127
13634,2011-08-25,158.36,98
14659,2011-02-15,128.3,34
14659,2011-03-21,227.92,106
14659,2011-05-06,162.24,86
14659,2011-06-05,216.63,91
14659,2011-07-17,239.89,115
17483,2011-06-09,155.1,50
17739,2011-09-29,542.16,120
14156,2011-11-30,760.71,354
12878,2011-04-17,539.81,335
14415,2011-02-08,487.08,190
14415,2011-09-02,455.32,201
13139,2011-05-08,760.52,248
13139,2011-08-22,540.92,268
13139,2011-11-07,1126.86,402
17491,2011-09-26,305.51,89
13652,2010-12-06,308.8,112
16726,2011-05-27,191.4,68
14936,2011-11-06,1303.14,638
14426,2011-03-08,794.41,379
17243,2011-06-14,433.0,88
17243,2011-09-22,248.7,84
13668,2011-02-03,231.4,90
12909,2011-03-31,903.45,598
12909,2011-05-22,624.92,188
14702,2011-12-08,199.29,76
13168,2011-01-25,632.18,365
14704,2011-07-20,111.04,55
16241,2011-05-11,166.66,88
13426,2011-04-15,339.2,108
16242,2011-03-07,211.36,95
16242,2011-06-27,453.69,201
16242,2011-11-07,848.22,528
16242,2011-11-21,534.2,299
13174,2011-11-23,708.76,425
14201,2011-09-20,105.9,82
14970,2011-01-27,337.5,50
14970,2011-07-25,337.5,50
14970,2011-10-02,472.31,85
15998,2011-09-13,398.7,280
12415,2011-11-15,5355.4,3130
14978,2011-01-26,379.28,90
14978,2011-02-23,452.91,144
14978,2011-04-18,394.83,84
12935,2011-01-24,431.63,325
15498,2011-01-24,523.34,182
15498,2011-05-12,463.2,152
15498,2011-09-16,1057.18,328
16266,2011-08-16,110.38,53
17802,2011-09-18,652.62,345
16523,2011-01-28,743.9,164
16523,2011-03-17,239.0,160
16523,2011-03-28,374.7,108
16523,2011-11-24,772.54,318
16523,2011-12-08,822.62,468
13709,2011-01-28,474.7,303
14733,2011-02-10,493.5,168
13458,2011-04-12,1015.14,666
17049,2011-03-09,924.54,314
17049,2011-08-14,330.28,176
16539,2010-12-16,304.9,54
13468,2010-12-01,360.05,111
13468,2011-02-02,141.3,44
13468,2011-09-26,116.12,88
15005,2011-08-04,192.28,195
17054,2011-07-25,288.5,195
14239,2011-01-27,159.6,48
14239,2011-02-28,205.38,150
14239,2011-05-17,319.21,183
13728,2011-02-02,158.58,38
13728,2011-03-30,183.0,92
13728,2011-05-25,152.35,35
13728,2011-07-28,141.15,99
13728,2011-08-24,161.94,90
13728,2011-11-03,219.12,104
14755,2011-05-16,560.27,203
17059,2011-03-24,459.3,219
17059,2011-08-21,739.43,439
13988,2011-06-30,567.42,521
13988,2011-10-27,500.21,286
13481,2011-03-28,665.28,471
13481,2011-08-23,382.34,225
14506,2011-06-30,264.8,38
13995,2011-04-08,310.45,183
13995,2011-11-24,215.76,98
16556,2011-10-04,757.42,548
17581,2011-03-04,829.25,376
13230,2011-01-23,155.64,79
13487,2011-05-10,215.65,128
13487,2011-10-13,166.6,52
15023,2011-06-23,817.83,257
15023,2011-08-15,670.88,165
15023,2011-12-06,691.64,325
17841,2011-07-18,720.26,381
14258,2011-09-11,1912.06,744
14515,2011-06-01,340.25,194
13750,2011-02-16,363.36,144
18102,2011-05-16,8895.66,1787
18102,2011-06-07,10999.52,2274
18102,2011-06-09,16488.0,3600
18102,2011-07-04,13282.0,2900
18102,2011-09-15,31661.54,6913
15291,2011-01-12,408.29,113
15291,2011-03-17,232.4,72
15036,2011-06-15,192.54,86
12477,2011-08-31,4257.06,1151
12477,2011-11-17,2037.69,473
15549,2011-01-27,942.1,398
14527,2011-10-31,272.67,54
15039,2011-03-28,407.09,245
15039,2011-04-04,435.56,181
15039,2011-05-25,659.35,299
15039,2011-06-01,209.91,150
15044,2010-12-12,835.95,311
15044,2011-02-11,597.8,263
16326,2011-01-30,159.43,21
16326,2011-06-19,382.9,81
16326,2011-07-03,155.34,29
16326,2011-11-24,277.85,41
16326,2011-12-04,283.54,65
18118,2011-05-16,311.7,176
17351,2011-06-23,228.7,64
12747,2011-03-01,310.78,146
13515,2011-04-06,203.4,180
17611,2010-12-13,244.19,129
17613,2011-04-01,239.75,71
17613,2011-04-26,418.45,220
15311,2011-06-13,149.2,112
13265,2011-10-17,305.36,400
14289,2011-02-23,322.24,148
14289,2011-05-24,124.68,26
14289,2011-06-16,129.3,38
14289,2011-07-28,109.26,26
14289,2011-12-01,78.48,14
17107,2011-11-06,2298.66,1306
17364,2011-01-12,436.23,303
14293,2011-02-07,143.1,90
15061,2010-12-02,9407.34,5475
15061,2011-01-26,561.3,158
16342,2011-08-24,57.5,22
13021,2011-03-21,259.35,99
13021,2011-11-01,299.1,117
13534,2011-01-26,347.15,187
13534,2011-08-24,338.2,156
13534,2011-10-17,835.15,411
16609,2011-04-01,557.53,255
16609,2011-07-12,347.29,240
16609,2011-11-24,1463.64,551
17634,2011-01-06,785.65,165
16612,2011-02-01,280.05,135
15078,2010-12-06,475.15,213
15078,2011-01-24,379.7,170
15078,2011-08-09,494.6,248
16873,2010-12-10,2157.64,1040
14315,2011-03-18,530.4,256
14315,2011-06-01,325.8,128
14315,2011-07-28,367.4,210
14315,2011-10-26,930.98,332
17644,2011-12-08,332.76,256
16365,2010-12-07,139.86,101
16370,2011-08-14,406.53,197
17139,2011-08-09,1256.95,708
16628,2011-04-19,360.65,162
16628,2011-05-05,352.26,192
16628,2011-07-27,410.63,234
16628,2011-11-10,568.21,361
15093,2011-11-21,569.92,481
15605,2010-12-01,194.85,71
13305,2011-08-16,194.55,77
13305,2011-11-18,316.45,141
14329,2011-01-14,1547.58,740
14329,2011-03-11,578.02,380
14329,2011-06-28,960.08,803
13050,2011-01-23,323.09,191
13562,2011-07-21,606.46,294
14842,2011-06-01,1378.48,628
17402,2010-12-05,459.97,120
14587,2011-11-21,127.61,33
15867,2011-09-30,357.71,118
18171,2011-01-10,240.45,81
18172,2011-02-23,1978.38,740
18172,2011-08-04,1019.44,476
18172,2011-09-01,305.96,100
14334,2011-05-20,370.45,177
14334,2011-08-09,335.28,280
14334,2011-09-07,315.2,170
18179,2011-01-07,335.8,223
14852,2011-07-22,425.96,266
14852,2011-09-04,554.21,377
14341,2011-10-25,1042.76,694
16395,2011-01-13,301.14,246
14868,2011-04-20,439.33,231
14868,2011-08-11,400.6,234
17428,2011-09-15,4090.28,1848
15125,2011-08-18,1000.88,600
14621,2011-12-08,302.86,254
14112,2011-03-17,-65.3,-18
17961,2010-12-21,442.2,86
16684,2011-03-18,4819.08,3148
14388,2011-05-20,458.94,356
16186,2011-04-12,392.41,428
16186,2011-05-12,347.12,266
16186,2011-07-20,594.04,518
16186,2011-08-11,389.36,323
16186,2011-08-28,365.78,258
16187,2011-08-18,702.88,642
17730,2011-01-17,311.48,262
17730,2011-08-09,367.46,355
17730,2011-10-18,346.08,220
12867,2011-03-21,500.34,563
15172,2011-05-27,179.8,286
13908,2011-09-21,907.94,559
13408,2011-11-23,472.6,268
13408,2011-12-06,417.0,188
17001,2011-09-09,322.4,224
14191,2011-11-17,738.67,798
14198,2011-09-14,171.85,79
13971,2011-08-25,331.26,224
15513,2011-08-25,222.96,240
17827,2011-12-04,411.65,286
14257,2011-06-08,410.45,179
14776,2011-04-20,301.68,384
14776,2011-06-17,381.36,466
14776,2011-07-18,201.96,202
14776,2011-08-26,191.1,234
14776,2011-10-19,345.84,464
16571,2011-06-16,460.11,513
16571,2011-11-13,524.9,348
15805,2011-05-26,385.81,257
17611,2011-08-08,301.6,270
12748,2011-11-02,263.54,904
13018,2011-04-05,493.45,441
15856,2011-08-31,511.46,429
13305,2011-04-08,194.75,125
13305,2011-09-08,310.2,224
13305,2011-12-05,213.16,156
15114,2011-07-14,135.62,244
17162,2011-11-11,251.8,136
14606,2011-07-17,108.44,110
14606,2011-07-20,88.12,17
14606,2011-08-02,124.11,66
14606,2011-10-10,111.16,44
14606,2011-11-10,108.84,62
16931,2011-10-09,196.6,131
14395,2011-12-07,558.99,248
17231,2011-10-06,370.17,188
17491,2011-12-08,442.9,278
14688,2011-09-08,346.83,204
14688,2011-12-02,636.73,292
15984,2011-08-21,683.28,408
16764,2011-07-19,176.68,95
16764,2011-09-01,260.49,111
16764,2011-10-28,240.8,103
13183,2011-08-30,211.96,174
17288,2011-11-27,555.99,301
16265,2011-10-27,595.08,321
16794,2011-08-23,128.31,100
16033,2011-10-04,368.38,146
14499,2011-07-29,244.94,118
15271,2011-08-15,141.78,87
13995,2011-07-21,408.25,341
16813,2011-07-17,247.44,477
16813,2011-09-22,112.25,70
15036,2011-09-28,219.86,176
18118,2011-11-29,293.15,167
15311,2011-09-16,257.3,136
15311,2011-11-24,150.76,150
13265,2011-09-12,336.64,214
16081,2011-09-13,1599.55,887
14553,2011-11-20,141.48,187
14562,2011-08-04,250.32,162
15856,2011-08-28,627.64,632
15861,2011-07-28,407.52,315
15861,2011-11-27,599.62,589
15356,2011-08-26,301.92,180
15356,2011-09-29,336.82,194
14334,2011-11-23,223.5,134
14099,2011-05-05,258.6,235
17180,2011-04-12,303.12,356
17180,2011-10-14,231.17,154
14880,2011-06-07,234.07,179
13089,2011-03-24,605.89,399
13089,2011-05-13,1119.81,601
17730,2011-02-15,375.56,180
14156,2011-06-29,2822.74,2086
15453,2011-07-31,139.98,82
18041,2011-11-28,267.4,221
14715,2011-09-06,347.3,169
16770,2011-01-30,269.3,185
16771,2011-09-25,446.56,356
12433,2011-09-09,2608.11,1849
12433,2011-11-30,2843.29,2299
12433,2011-12-09,2638.69,2227
17811,2011-03-21,101.47,29
16549,2011-09-11,452.49,242
16549,2011-11-21,424.97,210
16549,2011-11-29,1418.48,756
14505,2010-12-12,1050.35,511
15021,2011-12-01,218.73,108
18102,2011-11-04,15045.0,7994
15555,2011-07-04,433.22,557
15555,2011-11-06,420.42,584
14796,2011-10-14,600.11,457
18125,2011-05-22,212.93,190
13263,2011-10-20,178.32,169
15311,2010-12-09,272.36,141
14044,2011-02-03,173.74,75
14044,2011-08-28,196.93,106
15356,2010-12-14,215.32,121
18177,2011-03-29,169.05,79
16904,2010-12-07,338.7,139
17160,2011-08-22,758.05,552
16393,2011-07-06,360.22,242
17675,2011-08-03,614.78,272
17677,2011-02-11,612.25,422
17677,2011-08-31,1598.97,1010
17677,2011-12-08,704.16,456
14606,2011-03-10,99.95,47
14606,2011-10-04,117.94,61
17426,2011-03-02,1193.88,546
17426,2011-09-09,1001.36,700
17426,2011-12-01,756.67,553
17428,2011-03-29,444.52,436
17428,2011-07-06,345.65,259
15125,2011-06-14,890.46,478
13590,2011-07-12,204.35,89
17686,2011-12-02,629.37,295
12826,2011-01-27,329.38,267
14110,2011-06-21,379.72,156
14110,2011-08-12,860.98,454
14623,2011-08-15,210.85,71
16161,2011-02-01,272.4,142
16161,2011-02-10,57.11,38
16161,2011-06-23,305.7,166
16161,2011-09-13,303.65,139
15394,2010-12-16,587.66,242
17954,2011-02-17,321.44,758
17954,2011-03-15,105.55,91
17954,2011-08-08,241.01,180
16931,2011-03-27,277.43,158
16931,2011-06-19,184.23,202
16931,2011-07-03,272.26,146
17702,2011-11-09,485.6,302
12839,2011-12-07,752.39,487
17705,2011-09-26,223.92,166
13102,2011-03-10,499.74,271
16942,2011-07-26,191.89,103
15152,2011-09-16,329.02,240
16945,2010-12-16,279.85,157
16945,2011-02-07,500.79,267
16945,2011-03-09,388.9,305
16945,2011-06-28,320.08,310
16945,2011-08-18,302.74,200
16945,2011-09-15,285.48,172
14388,2011-09-09,442.66,210
17716,2011-09-14,378.45,183
14646,2011-06-28,14028.46,11010
14646,2011-08-09,12498.71,8182
14646,2011-09-19,15618.28,10649
16700,2010-12-08,336.94,238
14916,2011-01-19,295.05,243
14916,2011-09-07,266.48,226
14662,2011-11-11,246.31,262
17735,2011-07-08,761.92,412
17735,2011-09-07,871.25,454
14667,2011-02-20,329.55,158
14667,2011-09-06,582.8,277
14156,2011-08-17,1578.69,591
13137,2011-07-24,301.39,160
13139,2011-03-25,409.5,210
14680,2011-01-25,1025.92,456
12637,2011-03-21,205.87,90
15203,2011-02-01,211.94,224
15719,2011-02-03,428.11,202
15719,2011-09-01,515.17,251
16746,2011-07-01,583.95,333
16746,2011-09-25,503.6,800
16748,2011-01-09,479.0,260
15984,2011-08-31,383.4,191
14194,2011-08-17,508.12,214
14194,2011-12-05,484.1,224
14709,2010-12-16,314.1,108
14713,2011-01-20,222.24,146
14713,2011-09-01,207.73,111
14713,2011-11-10,365.0,250
13178,2010-12-14,710.0,388
13694,2011-03-23,1320.0,800
13694,2011-08-24,6506.03,5335
16255,2011-07-31,297.32,211
16005,2011-11-27,317.31,173
15750,2011-09-28,508.07,214
17799,2011-06-23,580.04,233
15752,2011-10-31,533.23,303
15498,2011-06-21,682.85,345
16523,2011-09-05,477.7,202
16523,2011-09-21,686.48,416
16779,2011-01-31,265.05,151
16782,2010-12-09,371.7,89
14227,2011-09-15,632.38,354
14227,2011-11-13,319.06,187
13209,2011-11-09,1735.53,998
15769,2011-01-07,2970.0,1800
15769,2011-02-14,3257.4,1948
15769,2011-03-09,330.0,200
15769,2011-03-17,10065.0,6100
15769,2011-06-20,2876.0,1600
15769,2011-07-07,2609.0,1372
15769,2011-07-15,-179.0,-100
15769,2011-08-24,7952.0,3856
15769,2011-09-13,1253.0,700
15769,2011-10-06,2327.0,1300
15769,2011-10-30,179.0,100
15769,2011-11-09,1975.0,788
15769,2011-12-02,3404.0,1744
16794,2011-09-11,92.38,58
15005,2010-12-15,247.91,148
15005,2011-01-09,99.15,51
15005,2011-07-22,158.67,131
16029,2011-06-28,1883.6,792
16029,2011-08-05,2017.92,1163
16029,2011-08-17,7275.68,3276
16029,2011-08-24,1177.7,658
16029,2011-09-20,1255.6,732
16029,2011-10-10,358.0,200
14498,2011-08-15,360.09,239
12451,2011-10-05,2539.56,1650
17059,2010-12-05,722.36,471
15527,2011-11-01,641.1,281
16809,2011-07-26,127.61,95
17068,2011-09-16,287.4,145
15021,2011-09-14,309.33,127
17581,2011-01-14,448.95,230
17581,2011-12-09,984.68,516
13230,2011-03-02,281.43,137
16558,2010-12-08,569.4,275
17841,2011-01-30,165.9,82
18102,2011-09-22,10207.52,2348
14527,2011-02-24,77.95,16
14527,2011-08-09,150.74,59
14527,2011-09-21,186.26,55
15039,2010-12-14,706.25,225
15039,2011-01-24,501.81,181
15039,2011-02-16,375.78,160
15039,2011-02-28,939.98,446
15039,2011-03-21,614.85,259
15039,2011-06-14,474.87,238
15039,2011-07-13,352.94,173
15039,2011-09-20,272.24,110
14273,2011-07-26,231.35,87
15810,2011-06-22,507.07,326
17346,2011-12-06,137.09,66
17097,2011-11-29,170.74,117
14282,2011-06-30,228.1,120
14282,2011-08-22,102.24,86
14282,2011-09-19,301.3,328
14282,2011-12-01,270.4,130
17867,2011-11-09,239.62,168
12748,2011-02-22,7.8,4
12748,2011-03-08,111.0,116
12748,2011-03-11,209.14,103
12748,2011-08-03,-11.3,-12
13004,2011-02-15,287.74,202
13004,2011-07-29,308.44,246
15311,2011-02-11,350.82,278
15311,2011-09-06,724.01,483
15311,2011-10-03,607.33,279
15311,2011-10-26,423.81,213
